amenity_place,floors,population,address,lat,long
marketplace,,,  ,43.12812162,131.97067144
marketplace,,, улица Нейбута 125 с28,43.12801235,131.97129759999999
marketplace,,, улица Нейбута 125 с21,43.12802264,131.97150934
marketplace,,, улица Нейбута 125 с26,43.1274457,131.9720463714286
marketplace,,, улица Нейбута 125 с27,43.12725234,131.97226412
marketplace,1,, улица Нейбута 125 с24,43.127674459999994,131.9718562
marketplace,,, улица Нейбута 125 с17,43.1282105,131.96946148
marketplace,1,,  ,43.1254908875,131.9576036375
marketplace,,, улица Нейбута 87А с17,43.12611172,131.97437488
marketplace,,,  ,43.125338039999995,131.95930266
marketplace,,,  ,43.125220940000005,131.95852932000003
marketplace,,,  ,43.12877827999999,131.95665631999998
marketplace,,,  ,43.12103352,131.96366264
marketplace,,,  ,43.1249625,131.96493916000003
marketplace,1,,  ,43.12800278,131.95719221999997
marketplace,,,  ,43.127651528571434,131.9574325
marketplace,,,  ,43.12682404,131.95836932000003
marketplace,,,  ,43.126835080000006,131.95828025999998
marketplace,1,,  ,43.12528478,131.95953935999998
marketplace,,,  ,43.12462734,131.96270102
marketplace,,,  ,43.12407796,131.96103546
marketplace,,,  ,43.12330994,131.9605446
marketplace,,,  ,43.12524672,131.95796984
marketplace,,,  ,43.1256264,131.95868647999998
marketplace,,, улица Нейбута 87А с14,43.12742274,131.9690683
marketplace,,,  ,43.12796652000001,131.95731805999998
marketplace,,,  ,43.12834290000001,131.95712524
marketplace,,,  ,43.128810942857136,131.9566315142857
marketplace,,,  ,43.12880220000001,131.95656446
marketplace,,,  ,43.12845161999999,131.9552833
marketplace,,,  ,43.12869402,131.95576724
marketplace,,,  ,43.12869988,131.95590474
marketplace,,,  ,43.12876018,131.95592956000002
marketplace,,,  ,43.12874146,131.95588465999998
marketplace,,,  ,43.128672259999995,131.95572188
marketplace,,,  ,43.1286587,131.95569508
marketplace,,,  ,43.128646180000004,131.9556705
marketplace,,,  ,43.12352762,131.96739841999997
marketplace,,,  ,43.12346326,131.96743026000001
marketplace,,,  ,43.123368119999995,131.96675874
marketplace,1,,  ,43.12385228,131.96627402
marketplace,,,  ,43.12451054,131.96550531999998
marketplace,,,  ,43.12400514,131.95809658
marketplace,,,  ,43.1238832,131.9581375
marketplace,,,  ,43.12649868571429,131.9590325714286
marketplace,,,  ,43.127052680000006,131.95814744
marketplace,,,  ,43.1269956,131.95808019999998
marketplace,,,  ,43.12696598,131.95825856
marketplace,,,  ,43.12343534,131.95830082
marketplace,,,  ,43.12643966,131.96782518000003
marketplace,,,  ,43.12681678,131.96659726000001
marketplace,,,  ,43.12676836,131.96644641999998
marketplace,,,  ,43.12692338,131.97223965999999
marketplace,1,,  ,43.1277147,131.96904035999998
marketplace,,, улица Нейбута 125 с19,43.12794662,131.97064001999996
marketplace,,,  ,43.12564782,131.9665664
marketplace,,,  ,43.12685151999999,131.96774305999998
marketplace,,,  ,43.12680780000001,131.96764692000002
marketplace,,,  ,43.12584626,131.95899466
marketplace,,,  ,43.12473678,131.95909546
marketplace,,,  ,43.12498782,131.95923888
marketplace,,,  ,43.125169799999995,131.95989823999997
marketplace,,,  ,43.123527159999995,131.9640786
marketplace,,,  ,43.12532358,131.96339017999998
marketplace,,,  ,43.12513213999999,131.96431482
marketplace,,,  ,43.1234812,131.96365118
marketplace,,,  ,43.12411604,131.96451685999997
marketplace,,,  ,43.12550666,131.96444849999997
marketplace,,,  ,43.12554046,131.96443244
marketplace,,,  ,43.12557846874999,131.96442413749998
marketplace,,,  ,43.1257994,131.96518580000003
marketplace,,,  ,43.12587473999999,131.96535398
marketplace,,,  ,43.1249094,131.96211358
marketplace,1,,  ,43.125155500000005,131.96213194
marketplace,,,  ,43.125522159999996,131.9625139
marketplace,1,,  ,43.124219599999996,131.95798964
marketplace,,,  ,43.12263854,131.95999544
marketplace,,,  ,43.1227507,131.96024114000002
marketplace,,,  ,43.120995220000005,131.96369084
marketplace,,,  ,43.12103712,131.96358154
marketplace,,, улица Нейбута 87А,43.12471873333333,131.95769765
marketplace,,, улица Нейбута 135 с7,43.12511307999999,131.96580744
marketplace,,, улица Нейбута 125 с35,43.1272021,131.97173626
marketplace,,,  ,43.1248829,131.95779586
marketplace,,,  ,43.12502070000001,131.95782772
marketplace,,,  ,43.12865214,131.95652846000002
marketplace,,,  ,43.128617320000004,131.95645992
marketplace,,,  ,43.12886056,131.95591768000003
marketplace,,,  ,43.12717618,131.95791994
university,5,, Пушкинская улица 12,43.11547612105263,131.90113362631575
university,5,,690091 Пушкинская улица 10,43.11527039318182,131.90040003636366
university,3,, Пушкинская улица 27,43.11572997692308,131.90024694615383
university,,,690950 Аксаковская улица 12,43.11908863076924,131.90064860000004
university,,,690091 Пушкинская улица 33А,43.11619216666667,131.90218563333335
university,,,690001 Пушкинская улица 29Б,43.11609190769231,131.90148744615382
university,3,, Пушкинская улица 35,43.116374817647056,131.90262175294117
university,,, Аксаковская улица 12А,43.118665140000004,131.90028246000003
university,,,  ,43.1194347,131.90078382000002
university,,,  ,43.11974458,131.89871576000002
university,2,,  ,43.11963916,131.89811916
university,,,  ,43.11499946,131.90074254
university,,, Светланская улица 83А,43.11505262,131.90134662
university,,,  ,43.11883118,131.90077148000003
university,,,  ,43.11598991999999,131.90102792000002
university,,,  ,43.11508338,131.90143254
university,,,  ,43.115170539999994,131.89957892
university,,,  ,43.114926219999994,131.90094258
university,,, Светланская улица 73А,43.11495645384616,131.90022211538462
university,,,  ,43.12007937999999,131.89887266
university,,,  ,43.120155020000006,131.89868312
university,,,  ,43.11957864,131.89801596
parking,,, Командорская улица 13А с3,43.100544875,131.98298701250002
parking,,,  ,43.11812304,131.94065342000002
parking,2,,  ,43.10754007857143,131.94314611428572
parking,,,  ,43.107714683333334,131.94288383333333
parking,,,  ,43.122599060000006,131.95784976
kindergarten,2,,690034 улица Фадеева 18В,43.102325925,131.9468514125
kindergarten,,,  ,43.10224257777778,131.94635272222226
kindergarten,,,  ,43.10201608,131.94724226
kindergarten,,,  ,43.10205766,131.94682459999999
kindergarten,,,  ,43.102107159999996,131.94663127999996
kindergarten,,,  ,43.10256733999999,131.94656514000002
kindergarten,,,  ,43.102232740000005,131.94759886
kindergarten,2,,690034 улица Фадеева 14Г,43.10263509999999,131.94603606666666
kindergarten,,,  ,43.10228978333333,131.94611961666666
kindergarten,,,  ,43.10237368000001,131.94596756
kindergarten,,,  ,43.10244908,131.94580126
kindergarten,,,  ,43.10251564,131.94561754
kindergarten,,,  ,43.102590080000006,131.94542306
kindergarten,,,  ,43.10296524,131.94567062
kindergarten,,, улица Адмирала Горшкова 26А,43.16473071212122,131.95255800000004
kindergarten,,,  ,43.16544202222222,131.95385282222222
kindergarten,,,  ,43.16524637777778,131.9534921
kindergarten,,,  ,43.16505867777777,131.95313985555558
school,,, улица Адмирала Горшкова 26,43.16396107368422,131.95070843157896
school,5,, улица Адмирала Горшкова 26 с1,43.16450661538461,131.95034272307691
school,4,,690013 Ивановская улица 28,43.11183289411764,131.94320251176472
hospital,3,,  ,43.1759354,131.93303941999997
hospital,3,,  ,43.17516115714286,131.93293175714285
hospital,1,,  ,43.17534552,131.93303889999999
hospital,1,,  ,43.175469719999995,131.93341308
hospital,5,,  ,43.17549327142857,131.93306699285714
hospital,9,,  ,43.175228634375,131.93360911874998
marketplace,,, улица Фадеева 1Б,43.10637410714286,131.94026770714285
marketplace,2,, улица Фадеева 1А,43.107002099999995,131.94008629285716
marketplace,2,, Спортивная улица 1В,43.10570131333332,131.93902696
marketplace,1,, Спортивная улица 1 с2,43.105069725,131.9385648875
marketplace,,,  ,43.10357402857143,131.9405573142857
marketplace,,, улица Фадеева 1А с2,43.106795274999996,131.94091604375
marketplace,,,  ,43.10426268,131.94043092
marketplace,,,  ,43.104073740000004,131.9408107
marketplace,,,  ,43.105571680000004,131.9410092
marketplace,,, улица Фадеева 4 с1,43.1052371,131.94102444000004
marketplace,2,, улица Фадеева 2Д,43.104576306666665,131.93955313666666
marketplace,,,  ,43.10439086,131.94092992
marketplace,,, улица Фадеева 1А с5,43.10663829285714,131.94132379285716
marketplace,1,,  ,43.106800140000004,131.94131227999998
marketplace,,,  ,43.10543212,131.94072314
marketplace,,,  ,43.105403714285714,131.94134197142856
marketplace,,,  ,43.10374232,131.94065345999996
marketplace,,, улица Фадеева 4Б,43.104831188888895,131.94125622222222
marketplace,,,  ,43.1045030375,131.94070836875
marketplace,,,  ,43.10429676,131.9386067
marketplace,,,  ,43.10426706,131.93871334
marketplace,,, улица Фадеева 4 с10,43.104860099999996,131.94064733333335
marketplace,,,  ,43.10468528,131.9383222
marketplace,,, улица Фадеева 4Б с5,43.10377341428572,131.9404935
marketplace,,, улица Фадеева 4Б с3,43.10415488333334,131.94064503333334
marketplace,,, улица Фадеева 4 с15,43.10628678333333,131.94135788333335
marketplace,,,  ,43.10453503333334,131.94059846666667
marketplace,,,  ,43.10448778,131.94039764
marketplace,,,  ,43.10441258000001,131.9403609
marketplace,,,  ,43.104184520000004,131.94026558000002
marketplace,,,  ,43.1041093,131.94022888
marketplace,,,  ,43.10572674,131.94034958
marketplace,,,  ,43.10563386,131.94038118
marketplace,,,  ,43.105387163636365,131.94015677272728
marketplace,,,  ,43.10548996666667,131.9401960666667
marketplace,,,  ,43.10397054,131.93997604
marketplace,1,,  ,43.10727462,131.93981612
marketplace,1,,  ,43.107258655555555,131.9399464777778
marketplace,,,  ,43.107165699999996,131.94069860000002
marketplace,,,  ,43.105974939999996,131.9416833
marketplace,1,,  ,43.106549755555555,131.9417064222222
marketplace,,,  ,43.10669086,131.94167222
parking,,,  ,43.10725394,131.93956746
parking,2,,690033 улица Гамарника 3Б,43.16303209,131.91743422500002
parking,,, Бородинская улица 12В,43.1632341,131.91816282500002
parking,,,  ,43.1632797,131.91711274
parking,,,  ,43.16318752,131.91818982
hospital,4,,690013 улица Шепеткова 14,43.11292480714285,131.93955000714286
hospital,2,,690013 улица Шепеткова 14 с2,43.113145872727266,131.93977850000002
hospital,,,  ,43.11328972,131.93981352
hospital,,,  ,43.112960199999996,131.93977934
hospital,,,  ,43.112455319999995,131.93954724
college,4,,690013 улица Каплунова 7,43.11441497586207,131.94556339655173
college,1,,  ,43.114446427272725,131.94443362727273
college,1,,  ,43.11444806666666,131.94469869999998
college,,,  ,43.11496424,131.94565735999998
college,,,  ,43.11440431666666,131.9461694
college,,,  ,43.114378783333336,131.94613495000002
college,,,  ,43.11488174,131.94565772
college,2,,690013 улица Шепеткова 60,43.1182637375,131.9414038625
college,4,,  ,43.11837702222223,131.94177355555556
college,1,,  ,43.1183363,131.9415917
college,1,,  ,43.11791085714285,131.9410259857143
college,4,,  ,43.118282,131.94126006363638
college,,, улица Шепеткова 60,43.11824992083333,131.94139470000002
parking,3,, проспект Острякова 13,43.13370334444445,131.89932872222224
parking,2,, Хабаровская улица 36,43.13388479166667,131.8983907958333
parking,3,,690106 Партизанский проспект 2,43.12336787,131.89182542999998
parking,5,,690106 Партизанский проспект 2А,43.123231177777775,131.89206634444443
parking,,,  ,43.095468600000004,131.96993886
parking,,,  ,43.09560562,131.96092507999998
parking,,,  ,43.09548714,131.9608088
parking,,,  ,43.0955964,131.96118185999998
parking,,,  ,43.09528124,131.96112223999998
parking,,,  ,43.092965619999994,131.9623783
parking,,, улица Новожилова 3А с2,43.09303486,131.96235113999998
parking,1,, улица Крыгина 92 с3,43.08416708,131.85280374
parking,,, улица Крыгина 92 с4,43.0846747,131.85338148333332
parking,,,  ,43.08442152,131.85259218000002
parking,,,  ,43.08479134,131.85332352
parking,3,, улица Маковского 93,43.22520311428572,131.99421475714286
parking,9,95.0,690005 Луговая улица 43,43.115366975,131.9350382
parking,1,, улица Ладыгина 9А,43.12173289375001,131.95352586874998
parking,9.0,302.0, улица Ладыгина 9/1,43.121404181818185,131.95330186363637
parking,9.0,214.0,690068 проспект 100-летия Владивостока 143,43.17427329545455,131.91680178181818
parking,,,690068 проспект 100-летия Владивостока 143Г,43.174687157142856,131.91686334285714
parking,8,69.0,690068 проспект 100-летия Владивостока 143/2,43.174766809090904,131.91676694545453
parking,,, Стрелковая улица 19/23,43.10726643703705,131.95049395925926
parking,3,,690033 проспект 100-летия Владивостока 57Г,43.1577655,131.91070546
parking,,,  ,43.157680619999994,131.91115138000004
parking,3,,690033 проспект 100-летия Владивостока 57Г,43.1577655,131.91070546
parking,1,,690033 проспект 100-летия Владивостока 57И,43.158482674999995,131.91008610833333
parking,2,, проспект 100-летия Владивостока 150В,43.180251811428576,131.92048791999997
parking,,, 2-я Поселковая улица 3В,43.08454688571429,131.90953751428572
parking,,,  ,43.084558828571424,131.90960465714286
parking,,,  ,43.16568968,131.90373539
parking,5,, Енисейская улица 23В,43.165647514285716,131.90374447857144
parking,,, Командорская улица 13А,43.1001425,131.98354191428572
parking,,, Аксаковская улица 3,43.11917960967741,131.89684044838708
parking,24,726.0,  ,43.11911348636364,131.89688491363637
parking,1,,  ,43.118992721739126,131.89703142608695
school,,,  ,43.12990734285715,131.92394747142856
school,4,,  ,43.130303733333335,131.92488005555558
school,3,,690088 улица Карла Жигура 52А,43.13061010909091,131.92481977272726
school,3,,690037 улица Адмирала Юмашева 12Г,43.12479895,131.94421176999998
school,2,, улица Адмирала Юмашева 12Г с2,43.12465154,131.94509358
kindergarten,2,,690037 улица Адмирала Кузнецова 50А,43.12378415999999,131.95077299333335
kindergarten,,,  ,43.123696071428576,131.9511464
kindergarten,2,, проспект Красного Знамени 83,43.1281713939394,131.91379073030305
kindergarten,,,  ,43.12848528,131.91334179999998
kindergarten,,,  ,43.12861256,131.9133296
school,,, улица Баляева 46,43.1315431,131.93450902631582
kindergarten,2,,690087 улица Баляева 50В,43.13050159545455,131.93560914090912
kindergarten,2,,690087 улица Котельникова 24,43.129558376470584,131.9363156764706
kindergarten,,,  ,43.12985364,131.93576611999998
kindergarten,,,  ,43.12932022,131.93698365999998
kindergarten,,,  ,43.129258899999996,131.93695502
kindergarten,,,  ,43.129466179999994,131.93695784000002
kindergarten,,,  ,43.1298694,131.93632952
kindergarten,,,  ,43.1298234,131.93646632
kindergarten,2,,690087 улица Котельникова 14,43.130362739999995,131.93391409999998
kindergarten,,,  ,43.13062351428572,131.93339975714287
kindergarten,,,  ,43.13047976,131.93330082
school,3,, улица Баляева 38,43.131386844999994,131.930959165
school,,,  ,43.13138594,131.93185796
school,,,  ,43.131633859999994,131.93165598000002
school,,,  ,43.13141032,131.93178972
school,,,  ,43.13133168,131.93255566
parking,,,  ,43.095454,131.9060355
parking,,,  ,43.103082380000004,131.90404526000003
parking,,,  ,43.10313544,131.90373928
parking,,,  ,43.10404808333334,131.90444349999999
parking,9,, Очаковская улица 5,43.10147225,131.89929436875
parking,,,  ,43.10208487999999,131.90029171999998
parking,,,  ,43.084720020000006,131.89489745999998
parking,,,  ,43.0920812,131.96116778
parking,,,  ,43.0926873,131.9609282625
parking,1,, Шуйская улица 23В,43.164366400000006,131.909479125
parking,1,,690039 Шуйская улица 23,43.163862475,131.9096359875
parking,,,  ,43.16365572000001,131.90982598
parking,,,  ,43.164557460000005,131.9155708
parking,,, улица Карбышева 6 с2,43.155099142857146,131.92008710000002
parking,,,  ,43.15509922,131.92015328000002
parking,1,,  ,43.14293476,131.91492434
parking,,,  ,43.14312856,131.91542948
parking,2,,690018 улица Ильичёва 11А,43.14893877096774,131.9115595064516
parking,,,  ,43.1591968,131.9342426
parking,,,690013 улица Каплунова 5А,43.114989279999996,131.94408328
parking,1,, улица Куйбышева 10 с5,43.11029105,131.94788745
parking,,, улица Невельского 20,43.110006479999996,131.94811622
parking,,,  ,43.110232033333325,131.94780181666667
parking,,,  ,43.11107413999999,131.9406214
parking,1,,  ,43.11079176666667,131.93997763333334
parking,2,,690013 улица Шепеткова 6,43.1103472625,131.940183075
parking,,,  ,43.110573220000006,131.94044638
parking,,,  ,43.11052654,131.94039393999998
parking,,,  ,43.11055676666666,131.94040531666664
parking,,,  ,43.11029514,131.94139116000002
parking,,,  ,43.11021368,131.94114285999996
parking,,,  ,43.122060680000004,131.93466268
parking,,,  ,43.121992399999996,131.93455208
parking,,, проспект Красного Знамени 129 с10,43.122354254545456,131.93490054545455
parking,,,  ,43.12274362,131.93420768000001
kindergarten,2,,690087 Луговая улица 61,43.12299936,131.93763230999997
kindergarten,2,,690005 Луговая улица 51А,43.11826110769231,131.93587669230772
kindergarten,,,  ,43.11788374,131.93552424
kindergarten,,,  ,43.1178477,131.93536574
kindergarten,,,  ,43.11792612,131.93565275999998
kindergarten,,,  ,43.117819680000004,131.93510414000002
parking,,, проспект Острякова 26 с3,43.135390585714276,131.90038924285713
parking,,,  ,43.1357776,131.90014842
school,3,, Хабаровская улица 24Б,43.13447468000001,131.89502008666665
parking,,,  ,43.1378622,131.89411896
kindergarten,,,  ,43.136494133333336,131.89257946666666
kindergarten,2,, Амурская улица 25А,43.13724950714285,131.89376227142856
kindergarten,,,  ,43.136794959999996,131.89284306
kindergarten,,,  ,43.137074860000006,131.89276689999997
kindergarten,,,  ,43.1375724,131.89374602
kindergarten,,,  ,43.13707566000001,131.89420176
kindergarten,,,  ,43.136946460000004,131.89411726
kindergarten,,,  ,43.13735226,131.89319756000003
parking,,,  ,43.13301959999999,131.89396886
parking,,,  ,43.13283388,131.89386356
parking,2,, Комсомольская улица 9А,43.130856650000005,131.89093116666666
parking,4,,690078 Комсомольская улица 9,43.13094484285714,131.8905081
school,,,  ,43.11365766,131.93456396
school,,,  ,43.11365417142857,131.93455767142856
school,2,,  ,43.113777642857144,131.9340276
school,2,,  ,43.11371697142857,131.93426237142856
school,4,,690005 Светланская улица 207,43.11373218461539,131.93453606923077
school,,,  ,43.11369760000001,131.93361149999998
parking,,, улица Адмирала Юмашева 14В с2,43.124514860000005,131.94557764
kindergarten,2,, улица Вице-Адмирала Сабанеева 18,43.13037658461539,131.9527790769231
kindergarten,,,  ,43.13019648,131.95309748
kindergarten,,,  ,43.130059280000005,131.95295914000002
kindergarten,,,  ,43.13008912,131.95281586000002
kindergarten,,,  ,43.130077359999994,131.95260298
kindergarten,,,  ,43.13023062,131.9523706
school,,, Луговая улица 50Г,43.12831636,131.9461365
school,4,,690013 улица Каплунова 12,43.111063674074074,131.95050913703705
school,,,  ,43.11125614,131.94987232000003
school,,,  ,43.11180776,131.95100492
school,,,  ,43.112059380000005,131.95016588000001
kindergarten,2,,690013 улица Каплунова 11,43.11423535,131.94701763611113
kindergarten,,,  ,43.11384442,131.94720309999997
kindergarten,,,  ,43.11381596,131.9468482
kindergarten,,,  ,43.11464416,131.94707244
kindergarten,,,  ,43.114598900000004,131.94734336
kindergarten,,,  ,43.11453818,131.94752369999998
kindergarten,,,  ,43.114368459999994,131.9475842
kindergarten,,,  ,43.114230459999995,131.947623
kindergarten,,,  ,43.11415504,131.94763914
kindergarten,,,  ,43.11394362,131.94763512000003
kindergarten,,,  ,43.1141378,131.94646868
kindergarten,,,  ,43.114219039999995,131.94647135999998
kindergarten,,,  ,43.114646199999996,131.94694644
kindergarten,,,  ,43.11462328,131.94682957999999
kindergarten,,,  ,43.1140595,131.94646938
kindergarten,1,, улица Радио 21,43.196323755555554,131.9366322888889
kindergarten,,,  ,43.19655264000001,131.93689334000004
kindergarten,,,  ,43.196180819999995,131.93718919999998
car_wash,3,, Алеутская улица 8В,43.113091775,131.88225466249997
school,,,  ,43.11812238,131.95570986
school,4,, улица Невельского 31,43.11633944166667,131.9543884625
school,,,  ,43.1169091,131.95428278000003
school,,,  ,43.11760032,131.95418404000003
school,,,  ,43.117883879999994,131.95426906
school,,,  ,43.11772262,131.95420958
school,,,  ,43.11766806,131.95419718
school,,,  ,43.117788940000004,131.95494746
school,,,  ,43.11804164,131.9550916
school,,,  ,43.11728202,131.95464418
school,,,  ,43.11609032,131.95475284
school,,,  ,43.11616206000001,131.95479070000002
parking,,,  ,43.117615900000004,131.95672102
parking,,,  ,43.117117439999994,131.95628788
parking,,,  ,43.11665128,131.95634746000002
parking,,,  ,43.116648780000006,131.95654833999998
parking,,,  ,43.11670862,131.95640018
parking,,,  ,43.116435079999995,131.95819913999998
parking,,,  ,43.11578686,131.95807997999998
school,4,, улица Ватутина 24,43.11146896,131.958704732
school,,,  ,43.11101668,131.9588811
school,,,  ,43.111511480000004,131.95832552000002
kindergarten,,,  ,43.112196,131.9625072
kindergarten,2,, улица Нейбута 51А,43.112714290697674,131.96222058139534
kindergarten,,,  ,43.112531839999995,131.962027
kindergarten,,,  ,43.113432180000004,131.96198558
kindergarten,,,  ,43.113141060000004,131.96203082000002
kindergarten,,,  ,43.11315956,131.96236752
kindergarten,,,  ,43.112355640000004,131.96218038
kindergarten,,,  ,43.11328006,131.96202502
kindergarten,,,  ,43.1134904,131.96216532
kindergarten,,,  ,43.112365,131.96262638000002
kindergarten,,,  ,43.11317528,131.9621972
kindergarten,,,  ,43.11333342,131.96216454
kindergarten,,,  ,43.113077780000005,131.96246944
school,4,, улица Нейбута 26,43.10748298,131.95635953000001
school,,,  ,43.10633524,131.95500096
school,,,  ,43.10684956,131.95614298
school,,,  ,43.106927877777785,131.95609756666667
school,,,  ,43.10645305999999,131.95512933999998
school,,,  ,43.10667264,131.95594842
school,,,  ,43.106642820000005,131.95606972000002
school,,,  ,43.10720616,131.95539423999998
kindergarten,2,, улица Нейбута 25,43.10520805405406,131.9569727027027
kindergarten,,,  ,43.105002340000006,131.95665174
kindergarten,,,  ,43.1056751,131.9572594
kindergarten,,,  ,43.10487736,131.95744473999997
kindergarten,,,  ,43.10485278,131.95685156
kindergarten,,,  ,43.1048314,131.95705336
kindergarten,,,  ,43.10585202,131.95731289999998
kindergarten,,,  ,43.10562524,131.95692154
kindergarten,,,  ,43.1060519,131.95712792
kindergarten,,,  ,43.105784160000006,131.95700362
kindergarten,,,  ,43.106190240000004,131.95746988
parking,,,  ,43.10457298,131.96425768
parking,,,  ,43.1045324,131.96414456
parking,,,  ,43.1049762,131.96360924
parking,,,  ,43.1049596,131.96357233999998
parking,,,  ,43.1049423,131.96353309999998
parking,,,  ,43.104902440000004,131.96464806
parking,,,  ,43.1066718,131.96335668
parking,,,  ,43.106356919999996,131.96405248000002
parking,,,  ,43.10644594,131.96399546
parking,,,  ,43.10634632,131.96343559999997
